"Effect.Measure.v.descriptive","PMID","First.Author","Published","Year.Published","Include.area","Study.Funding.source.s.","Possible.Conflict.of.interest.for.study.authors","Study.purpose","Study.type","Vaccine.type","Vaccine.strategy","Number.doses.MVA.BN","Subcutaneous.or.intradermal.MVA.BN","Intervention.status","Dates.of.Outbreak","Country.of.outbreak","Population.description","Inclusion.Criteria","Exclusion.Criteria","Total.cohort.size.or.close.contact.pool","Case.report.forms.Complete.information..n.","Total.Cases.in.case.control","Total.control.in.case.control","loss.to.follow.up","Total.number.vaccinated.people","Historic.smallpox","PEP.or...14.days.after.1.dose","..1.dose.MVA.BN.vaccine.or.partially.vaccinated","..2.dose.MVA.BN.vaccine.or.fully.vaccinated","Subcutaneous","Intradermal","heterologous","Total.number.unvaccinated.people","unknown.vaccine.status","Episodes.outbreaks","Total.mpox.Cases","Total.vaccinated.mpox.cases","Total.vaccinated.mpox.historic.1st.gen.cases","Total.vaccinated.mpox.historic.2nd.gen.cases","Total.vaccinated.mpox.PEP.cases","Total.vaccinated.mpox.non.PEP.1.dose.cases","Total.vaccinated.mpox.2.dose","Total.unvaccinated.mpox.cases","Total.vaccinated.mpox.controls","Total.unvaccinated.mpox.controls","Notes.N","Measure..HR..IRR..RR..cumulative.incidence..attack.rate.etc.","..95..CI...67","Effect.measure","Dose","Adjusted","VE.type","Sensitivity","VE.outcome","Lower.CI","Upper.CI","Central.Effect.Estimate.reported","Effect.Est.lower.95.CI","Effect.Est.upper.95.CI","Regression.Coefficient","Regression.Coefficient.lower.95..CI","Regression.Coefficient.upper.95..CI","Vaccinated.secondary.cases","Unvaccinated.secondary.cases","Vaccinated.Contacts","Unvaccinated.Contacts","Vaccinated.or.cases.event","n.vaccinated.or.cases","unvaccinated..or.controls.event","n.unvaccinated.or.controls","unknown.or.missing.event.vaccinated","unknown.or.missing.total.n","Person.days.vaccinated","events.vaccinated","Person.days.unvaccinated","events.unvaccinated","crude.VE","..95..CI...97","Mean.vaccinated","sd.vaccinated","Mean.unvaccinated","sd.unvaccinated","Median.vaccinated","Lower.IQR.vaccinated","Upper.IQR.vaccinated","Median.unvaccinated","Lower.IQR.unvaccinated","Upper.IQR.unvaccinated","Controlled.for","Timing.of.measure","Cohort.Age...median.or.description.","Cohort.IQR.Age.lower","Cohort.IQR.Age.higher","Cohort.age.mean","Cohort.age.sd","Cohort.vaccinated.age.median","Cohort.unvaccinated.age.median","Cohort.unvaccinated.age.IQR","Cohort.unvaccinated.age.mean","Cohort.unvaccinated.age.sd","Cohort.age.unvaccinated..median","Cohort.age.unvaccinated.IQR","Cohort.age.vaccinated..mean","Cohort.age.vaccinated.sd","Monkeypox.cases.Age...median.","Monkeypox.cases.IQR.Age.lower","Monkeypox.cases.IQR.Age.higher","Monkeypox.controls.Age...median.","Monkeypox.controls.IQR.Age.lower","Monkeypox.controls.IQR.Age.higher","Cohort.cis.male.n","vaccinated..Male.n","unvaccinated..Male.n","cohort.MSM.n","vaccinated..MSM.n","unvaccinated.MSM.n","Monkeypox.cases.vaccinated.MSM.n","Monkeypox.cases.unvaccinated.MSM.n","Monkeypox.cases.vaccinated.non.MSM.n","Monkeypox.cases.unvaccinated.non.MSM.n","n.Non.Hispanic.White","Hispanic.Latino.n","Black.n....presumed","n.Known.HIV.status","n.HIV.positive","n.HIV.positive.vaccinated","n.HIV.positive.unvaccinated","n.CD4..200","n.VL...200","n.VL..50","n.PrEP.users","n.PrEP.users.vaccinated","n.PrEP.users.unvaccinated","n.Known.Hospital.status","n.Hospitalized","n.Hospitalized.vaccinated","n.Hospitalized.unvaccinated","n.not.hospitalized.vaccinated","n.not.hospitalized.unvaccinated","Limitations","...682","Internal.notes.for.coding"
"17","36924787","Bertran","Lancet Inf Disease",2023,"Infection","UK Health Security Agency","None","""observational study which aimed to
estimate the effectiveness of one dose of MVA–BN
against symptomatic mpox in England.""","Case-coverage study","MVA-BN","PEP, vaccination prior to exposure","1","subcutaneous","Aggregated vaccination coverage reporting system from NHS England and self-completed questionnaire from confirmed and highly-probably cases","July 4 -Oct 9 2031","England","Gay or MSM in England","Cases with an index date July 4, 2022- Oct 9, 2022","Women, heterosexual men, and those with missing vaccination information were excluded.","363",363,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR",95,"VE","1","Y","1 dose MVA-BN 0-13 days ls 50","Y","-0.21","-0.8","0.18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0-13 days after 1st dose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","36924787","Bertran","Lancet Inf Disease",2023,"Infection","UK Health Security Agency","None","""observational study which aimed to
estimate the effectiveness of one dose of MVA–BN
against symptomatic mpox in England.""","Case-coverage study","MVA-BN","PEP, vaccination prior to exposure","1","subcutaneous","Aggregated vaccination coverage reporting system from NHS England and self-completed questionnaire from confirmed and highly-probably cases","July 4 -Oct 9 2032","England","Gay or MSM in England","Cases with an index date July 4, 2022- Oct 9, 2022","Women, heterosexual men, and those with missing vaccination information were excluded.","363",363,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR",95,"VE","1","Y","1 dose MVA-BN  0-13 days ls 50 high coverage","Y","0.1","-0.33","0.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0-13 days after 1st dose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","36924787","Bertran","Lancet Inf Disease",2023,"Infection","UK Health Security Agency","None","""observational study which aimed to
estimate the effectiveness of one dose of MVA–BN
against symptomatic mpox in England.""","Case-coverage study","MVA-BN","PEP, vaccination prior to exposure","1","subcutaneous","Aggregated vaccination coverage reporting system from NHS England and self-completed questionnaire from confirmed and highly-probably cases","July 4 -Oct 9 2033","England","Gay or MSM in England","Cases with an index date July 4, 2022- Oct 9, 2022","Women, heterosexual men, and those with missing vaccination information were excluded.","363",363,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR",95,"VE","1","Y","1 dose MVA-BN VE 0-13 days ls 50 low coverage","Y","-0.52","-1.26","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0-13 days after 1st dose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","37199451","Deputy","NEJM",2023,"Infection","CDC, Epic","Employment at Epic","Vaccine effectiveness","Case-Control","MVA-BN","PEP, vaccination prior to exposure","1, 2","both","Electronic health records vis Epic program Cosmos (>169 million patient records across the U.S.)","Aug 15- Nov 19, 2022","USA","Patients with an mpox diagnosis or positive Orthopoxvirus or mpox virus laboratory result from 8/15 - 11/19/2022 in all 50 states of the United States","Part of Epic EHR (serves > 169 million US patients): Case: any gender identity and age with initial mpox diagnosis code or positive Orthopoxvirus or MPXV laboratory test during study period; Controls incidence clinical HIV diagnosis or new positive HIV antigen/antibody test or new or refill of HIV PrEP with in-person clinic visit during study period","previous mpox diagnosis or positive Orthopoxvirus or MPXV laboratory test from August 15 2021 to August 14 2022, no in person medical encounters 3 years before index event, controls with prescription for tecovirimat 14 days before index event to end of study period, 2 vaccines given < 24 days apart, received 1 dose less than 14 days before index event","11232",11232,2193,8319,NA,1506,NA,NA,1146,360,69,47,158,10872,NA,"1","2193","86",NA,NA,NA,58,28,"223",415,193,NA,"OR",95,"VE","2","Y","2 dose MVA-BN","N","0.66","0.47399999999999998","0.78100000000000003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age, race/ethnicity, social vulnerability, immune compromised state",NA,"cases: 18-35 1252 (55.3%), 36-49 707 (31.2%), 50-64 273 (12%), >= 65 ; Controls 18-35 4,221(48.8%), 36-49 2,434 (28.1%), 50-64 1,619 (18.7%), >= 65 375 (4.3%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89.2% cases and 89.2% female",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35% cases, 55.5% controls","22.1% cases, 17.6% controls","36% cases, 17.9% controls","37.9% cases, 16.3% controls","37.9% cases, 16.3% controls;",NA,NA,"9.4% with CD4<200 in cases and 2.9% in controls",NA,NA,"13.5% case, 100% controls in those without HIV infection",NA,NA,NA,NA,NA,NA,NA,NA,"small populations in small analysis, misclassification, under ascertainment",NA,NA
"26","37199451","Deputy","NEJM",2023,"Infection","CDC, Epic","Employment at Epic","Vaccine effectiveness","Case-Control","MVA-BN","PEP, vaccination prior to exposure","1, 2","both","Electronic health records vis Epic program Cosmos (>169 million patient records across the U.S.)","Aug 15- Nov 19, 2022","USA","Patients with an mpox diagnosis or positive Orthopoxvirus or mpox virus laboratory result from 8/15 - 11/19/2022 in all 50 states of the United States","Part of Epic EHR (serves > 169 million US patients): Case: any gender identity and age with initial mpox diagnosis code or positive Orthopoxvirus or MPXV laboratory test during study period; Controls incidence clinical HIV diagnosis or new positive HIV antigen/antibody test or new or refill of HIV PrEP with in-person clinic visit during study period","previous mpox diagnosis or positive Orthopoxvirus or MPXV laboratory test from August 15 2021 to August 14 2022, no in person medical encounters 3 years before index event, controls with prescription for tecovirimat 14 days before index event to end of study period, 2 vaccines given < 24 days apart, received 1 dose less than 14 days before index event","11232",11232,2193,8319,NA,1506,NA,NA,1146,360,69,47,158,10872,NA,"1","2193","86",NA,NA,NA,58,28,"223",415,193,NA,"OR",95,"VE","2","Y","2 dose MVA-BN male","Y","0.64800000000000002","0.45200000000000001","0.77300000000000002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age, race/ethnicity, social vulnerability, immune compromised state",NA,"cases: 18-35 1252 (55.3%), 36-49 707 (31.2%), 50-64 273 (12%), >= 65 ; Controls 18-35 4,221(48.8%), 36-49 2,434 (28.1%), 50-64 1,619 (18.7%), >= 65 375 (4.3%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89.2% cases and 89.2% female",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35% cases, 55.5% controls","22.1% cases, 17.6% controls","36% cases, 17.9% controls","37.9% cases, 16.3% controls","37.9% cases, 16.3% controls;",NA,NA,"9.4% with CD4<200 in cases and 2.9% in controls",NA,NA,"13.5% case, 100% controls in those without HIV infection",NA,NA,NA,NA,NA,NA,NA,NA,"small populations in small analysis, misclassification, under ascertainment",NA,NA
"27","37199451","Deputy","NEJM",2023,"Infection","CDC, Epic","Employment at Epic","Vaccine effectiveness","Case-Control","MVA-BN","PEP, vaccination prior to exposure","1, 2","both","Electronic health records vis Epic program Cosmos (>169 million patient records across the U.S.)","Aug 15- Nov 19, 2022","USA","Patients with an mpox diagnosis or positive Orthopoxvirus or mpox virus laboratory result from 8/15 - 11/19/2022 in all 50 states of the United States","Part of Epic EHR (serves > 169 million US patients): Case: any gender identity and age with initial mpox diagnosis code or positive Orthopoxvirus or MPXV laboratory test during study period; Controls incidence clinical HIV diagnosis or new positive HIV antigen/antibody test or new or refill of HIV PrEP with in-person clinic visit during study period","previous mpox diagnosis or positive Orthopoxvirus or MPXV laboratory test from August 15 2021 to August 14 2022, no in person medical encounters 3 years before index event, controls with prescription for tecovirimat 14 days before index event to end of study period, 2 vaccines given < 24 days apart, received 1 dose less than 14 days before index event","11232",11232,2193,8319,NA,1506,NA,NA,1146,360,69,47,158,10872,NA,"1","2193","86",NA,NA,NA,58,28,"223",415,193,NA,"OR",95,"VE","2","Y","2 dose MVA-BN male 18-49 no prior ACAM2000","Y","0.58699999999999997","0.33900000000000002","0.74299999999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age, race/ethnicity, social vulnerability, immune compromised state",NA,"cases: 18-35 1252 (55.3%), 36-49 707 (31.2%), 50-64 273 (12%), >= 65 ; Controls 18-35 4,221(48.8%), 36-49 2,434 (28.1%), 50-64 1,619 (18.7%), >= 65 375 (4.3%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89.2% cases and 89.2% female",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35% cases, 55.5% controls","22.1% cases, 17.6% controls","36% cases, 17.9% controls","37.9% cases, 16.3% controls","37.9% cases, 16.3% controls;",NA,NA,"9.4% with CD4<200 in cases and 2.9% in controls",NA,NA,"13.5% case, 100% controls in those without HIV infection",NA,NA,NA,NA,NA,NA,NA,NA,"small populations in small analysis, misclassification, under ascertainment",NA,NA
"28","37199451","Deputy","NEJM",2023,"Infection","CDC, Epic","Employment at Epic","Vaccine effectiveness","Case-Control","MVA-BN","PEP, vaccination prior to exposure","1, 2","both","Electronic health records vis Epic program Cosmos (>169 million patient records across the U.S.)","Aug 15- Nov 19, 2022","USA","Patients with an mpox diagnosis or positive Orthopoxvirus or mpox virus laboratory result from 8/15 - 11/19/2022 in all 50 states of the United States","Part of Epic EHR (serves > 169 million US patients): Case: any gender identity and age with initial mpox diagnosis code or positive Orthopoxvirus or MPXV laboratory test during study period; Controls incidence clinical HIV diagnosis or new positive HIV antigen/antibody test or new or refill of HIV PrEP with in-person clinic visit during study period","previous mpox diagnosis or positive Orthopoxvirus or MPXV laboratory test from August 15 2021 to August 14 2022, no in person medical encounters 3 years before index event, controls with prescription for tecovirimat 14 days before index event to end of study period, 2 vaccines given < 24 days apart, received 1 dose less than 14 days before index event","11232",11232,2193,8319,NA,1506,NA,NA,1146,360,69,47,158,10872,NA,"1","2193","86",NA,NA,NA,58,28,"223",415,193,NA,"OR",95,"VE","2","Y","2 dose MVA-BN no immunocompromising conditions","Y","0.76300000000000001","0.57699999999999996","0.86799999999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age, race/ethnicity, social vulnerability, immune compromised state",NA,"cases: 18-35 1252 (55.3%), 36-49 707 (31.2%), 50-64 273 (12%), >= 65 ; Controls 18-35 4,221(48.8%), 36-49 2,434 (28.1%), 50-64 1,619 (18.7%), >= 65 375 (4.3%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89.2% cases and 89.2% female",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35% cases, 55.5% controls","22.1% cases, 17.6% controls","36% cases, 17.9% controls","37.9% cases, 16.3% controls","37.9% cases, 16.3% controls;",NA,NA,"9.4% with CD4<200 in cases and 2.9% in controls",NA,NA,"13.5% case, 100% controls in those without HIV infection",NA,NA,NA,NA,NA,NA,NA,NA,"small populations in small analysis, misclassification, under ascertainment",NA,NA
"483","37199451","Deputy","NEJM",2023,"Infection","CDC, Epic","Employment at Epic","Vaccine effectiveness","Case-Control","MVA-BN","PEP, vaccination prior to exposure","1, 2","both","Electronic health records vis Epic program Cosmos (>169 million patient records across the U.S.)","Aug 15- Nov 19, 2022","USA","Patients with an mpox diagnosis or positive Orthopoxvirus or mpox virus laboratory result from 8/15 - 11/19/2022 in all 50 states of the United States","Part of Epic EHR (serves > 169 million US patients): Case: any gender identity and age with initial mpox diagnosis code or positive Orthopoxvirus or MPXV laboratory test during study period; Controls incidence clinical HIV diagnosis or new positive HIV antigen/antibody test or new or refill of HIV PrEP with in-person clinic visit during study period","previous mpox diagnosis or positive Orthopoxvirus or MPXV laboratory test from August 15 2021 to August 14 2022, no in person medical encounters 3 years before index event, controls with prescription for tecovirimat 14 days before index event to end of study period, 2 vaccines given < 24 days apart, received 1 dose less than 14 days before index event","11232",11232,2193,8319,NA,1506,NA,NA,1146,360,69,47,158,10872,NA,"1","2193","86",NA,NA,NA,58,28,"223",415,193,NA,"OR",95,"VE","2","Y","1 dose MVA-BN male","Y","0.35899999999999999","0.216","0.47599999999999998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age, race/ethnicity, social vulnerability, immune compromised state",NA,"cases: 18-35 1252 (55.3%), 36-49 707 (31.2%), 50-64 273 (12%), >= 65 ; Controls 18-35 4,221(48.8%), 36-49 2,434 (28.1%), 50-64 1,619 (18.7%), >= 65 375 (4.3%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89.2% cases and 89.2% female",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35% cases, 55.5% controls","22.1% cases, 17.6% controls","36% cases, 17.9% controls","37.9% cases, 16.3% controls","37.9% cases, 16.3% controls;",NA,NA,"9.4% with CD4<200 in cases and 2.9% in controls",NA,NA,"13.5% case, 100% controls in those without HIV infection",NA,NA,NA,NA,NA,NA,NA,NA,"small populations in small analysis, misclassification, under ascertainment",NA,NA
"484","37199451","Deputy","NEJM",2023,"Infection","CDC, Epic","Employment at Epic","Vaccine effectiveness","Case-Control","MVA-BN","PEP, vaccination prior to exposure","1, 2","both","Electronic health records vis Epic program Cosmos (>169 million patient records across the U.S.)","Aug 15- Nov 19, 2022","USA","Patients with an mpox diagnosis or positive Orthopoxvirus or mpox virus laboratory result from 8/15 - 11/19/2022 in all 50 states of the United States","Part of Epic EHR (serves > 169 million US patients): Case: any gender identity and age with initial mpox diagnosis code or positive Orthopoxvirus or MPXV laboratory test during study period; Controls incidence clinical HIV diagnosis or new positive HIV antigen/antibody test or new or refill of HIV PrEP with in-person clinic visit during study period","previous mpox diagnosis or positive Orthopoxvirus or MPXV laboratory test from August 15 2021 to August 14 2022, no in person medical encounters 3 years before index event, controls with prescription for tecovirimat 14 days before index event to end of study period, 2 vaccines given < 24 days apart, received 1 dose less than 14 days before index event","11232",11232,2193,8319,NA,1506,NA,NA,1146,360,69,47,158,10872,NA,"1","2193","86",NA,NA,NA,58,28,"223",415,193,NA,"OR",95,"VE","2","Y","1 dose MVA-BN male 18-49 no prior ACAM2000","Y","0.35499999999999998","0.191","0.48599999999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age, race/ethnicity, social vulnerability, immune compromised state",NA,"cases: 18-35 1252 (55.3%), 36-49 707 (31.2%), 50-64 273 (12%), >= 65 ; Controls 18-35 4,221(48.8%), 36-49 2,434 (28.1%), 50-64 1,619 (18.7%), >= 65 375 (4.3%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89.2% cases and 89.2% female",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35% cases, 55.5% controls","22.1% cases, 17.6% controls","36% cases, 17.9% controls","37.9% cases, 16.3% controls","37.9% cases, 16.3% controls;",NA,NA,"9.4% with CD4<200 in cases and 2.9% in controls",NA,NA,"13.5% case, 100% controls in those without HIV infection",NA,NA,NA,NA,NA,NA,NA,NA,"small populations in small analysis, misclassification, under ascertainment",NA,NA
"485","37199451","Deputy","NEJM",2023,"Infection","CDC, Epic","Employment at Epic","Vaccine effectiveness","Case-Control","MVA-BN","PEP, vaccination prior to exposure","1, 2","both","Electronic health records vis Epic program Cosmos (>169 million patient records across the U.S.)","Aug 15- Nov 19, 2022","USA","Patients with an mpox diagnosis or positive Orthopoxvirus or mpox virus laboratory result from 8/15 - 11/19/2022 in all 50 states of the United States","Part of Epic EHR (serves > 169 million US patients): Case: any gender identity and age with initial mpox diagnosis code or positive Orthopoxvirus or MPXV laboratory test during study period; Controls incidence clinical HIV diagnosis or new positive HIV antigen/antibody test or new or refill of HIV PrEP with in-person clinic visit during study period","previous mpox diagnosis or positive Orthopoxvirus or MPXV laboratory test from August 15 2021 to August 14 2022, no in person medical encounters 3 years before index event, controls with prescription for tecovirimat 14 days before index event to end of study period, 2 vaccines given < 24 days apart, received 1 dose less than 14 days before index event","11232",11232,2193,8319,NA,1506,NA,NA,1146,360,69,47,158,10872,NA,"1","2193","86",NA,NA,NA,58,28,"223",415,193,NA,"OR",95,"VE","2","Y","1 dose MVA-BN no immunocompromising conditions","Y","0.40799999999999997","0.248","0.53400000000000003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age, race/ethnicity, social vulnerability, immune compromised state",NA,"cases: 18-35 1252 (55.3%), 36-49 707 (31.2%), 50-64 273 (12%), >= 65 ; Controls 18-35 4,221(48.8%), 36-49 2,434 (28.1%), 50-64 1,619 (18.7%), >= 65 375 (4.3%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89.2% cases and 89.2% female",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35% cases, 55.5% controls","22.1% cases, 17.6% controls","36% cases, 17.9% controls","37.9% cases, 16.3% controls","37.9% cases, 16.3% controls;",NA,NA,"9.4% with CD4<200 in cases and 2.9% in controls",NA,NA,"13.5% case, 100% controls in those without HIV infection",NA,NA,NA,NA,NA,NA,NA,NA,"small populations in small analysis, misclassification, under ascertainment",NA,NA
"29","37199451","Deputy","NEJM",2023,"Infection","CDC, Epic","Employment at Epic","Vaccine effectiveness","Case-Control","MVA-BN","PEP, vaccination prior to exposure","1, 2","both","Electronic health records vis Epic program Cosmos (>169 million patient records across the U.S.)","Aug 15- Nov 19, 2022","USA","Patients with an mpox diagnosis or positive Orthopoxvirus or mpox virus laboratory result from 8/15 - 11/19/2022 in all 50 states of the United States","Part of Epic EHR (serves > 169 million US patients): Case: any gender identity and age with initial mpox diagnosis code or positive Orthopoxvirus or MPXV laboratory test during study period; Controls incidence clinical HIV diagnosis or new positive HIV antigen/antibody test or new or refill of HIV PrEP with in-person clinic visit during study period","previous mpox diagnosis or positive Orthopoxvirus or MPXV laboratory test from August 15 2021 to August 14 2022, no in person medical encounters 3 years before index event, controls with prescription for tecovirimat 14 days before index event to end of study period, 2 vaccines given < 24 days apart, received 1 dose less than 14 days before index event","11232",11232,2193,8319,NA,1506,NA,NA,1146,360,69,47,158,10872,NA,"1","2193","86",NA,NA,NA,58,28,"223",415,193,NA,"OR",95,"VE","2","Y","2 dose MVA-BN subcutaneous","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,25,"63",335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age, race/ethnicity, social vulnerability, immune compromised state",NA,"cases: 18-35 1252 (55.3%), 36-49 707 (31.2%), 50-64 273 (12%), >= 65 ; Controls 18-35 4,221(48.8%), 36-49 2,434 (28.1%), 50-64 1,619 (18.7%), >= 65 375 (4.3%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89.2% cases and 89.2% female",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35% cases, 55.5% controls","22.1% cases, 17.6% controls","36% cases, 17.9% controls","37.9% cases, 16.3% controls","37.9% cases, 16.3% controls;",NA,NA,"9.4% with CD4<200 in cases and 2.9% in controls",NA,NA,"13.5% case, 100% controls in those without HIV infection",NA,NA,NA,NA,NA,NA,NA,NA,"small populations in small analysis, misclassification, under ascertainment",NA,NA
"30","37199451","Deputy","NEJM",2023,"Infection","CDC, Epic","Employment at Epic","Vaccine effectiveness","Case-Control","MVA-BN","PEP, vaccination prior to exposure","1, 2","both","Electronic health records vis Epic program Cosmos (>169 million patient records across the U.S.)","Aug 15- Nov 19, 2022","USA","Patients with an mpox diagnosis or positive Orthopoxvirus or mpox virus laboratory result from 8/15 - 11/19/2022 in all 50 states of the United States","Part of Epic EHR (serves > 169 million US patients): Case: any gender identity and age with initial mpox diagnosis code or positive Orthopoxvirus or MPXV laboratory test during study period; Controls incidence clinical HIV diagnosis or new positive HIV antigen/antibody test or new or refill of HIV PrEP with in-person clinic visit during study period","previous mpox diagnosis or positive Orthopoxvirus or MPXV laboratory test from August 15 2021 to August 14 2022, no in person medical encounters 3 years before index event, controls with prescription for tecovirimat 14 days before index event to end of study period, 2 vaccines given < 24 days apart, received 1 dose less than 14 days before index event","11232",11232,2193,8319,NA,1506,NA,NA,1146,360,69,47,158,10872,NA,"1","2193","86",NA,NA,NA,58,28,"223",415,193,NA,"OR",95,"VE","2","Y","2 dose MVA-BN intradermal","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,25,"42",335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age, race/ethnicity, social vulnerability, immune compromised state",NA,"cases: 18-35 1252 (55.3%), 36-49 707 (31.2%), 50-64 273 (12%), >= 65 ; Controls 18-35 4,221(48.8%), 36-49 2,434 (28.1%), 50-64 1,619 (18.7%), >= 65 375 (4.3%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89.2% cases and 89.2% female",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35% cases, 55.5% controls","22.1% cases, 17.6% controls","36% cases, 17.9% controls","37.9% cases, 16.3% controls","37.9% cases, 16.3% controls;",NA,NA,"9.4% with CD4<200 in cases and 2.9% in controls",NA,NA,"13.5% case, 100% controls in those without HIV infection",NA,NA,NA,NA,NA,NA,NA,NA,"small populations in small analysis, misclassification, under ascertainment",NA,NA
